SQLDATEE,Count,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone
20150508,631,1.287519445,7.828235368,1.035574674,7.63953057,-0.79149839
20150509,515,1.228125751,7.904941439,1.022977346,7.743195327,-0.84660644
20150510,564,1.381721845,7.532775593,1.027364066,7.44233036,-0.370264782
20150511,685,1.256006687,7.7650032,1.046472019,7.617261919,-0.921874234
20150512,775,1.223886816,7.532413039,1.009956989,7.427005973,-1.058743512
20150513,715,0.947305959,7.749618576,1.021305361,7.63346806,-1.281320297
20150514,739,0.819262367,7.926594782,1.027458277,7.798967357,-1.04205689
20150515,651,1.069754612,8.526527363,1.019136061,8.41658628,-0.897617017
20150516,460,0.960665159,7.726565437,1.027355072,7.624676203,-1.290486833
20150517,418,1.290368422,7.834000016,1.011961722,7.700541593,-0.724250051
20150518,575,1.16775656,7.551703162,1.011014493,7.48216555,-1.148041194
20150519,754,1.123242585,7.8654351,1.055347143,7.798503181,-1.375122497
20150520,729,0.832905454,8.152958194,1.071738846,8.007951212,-1.140099692
20150521,771,0.768466711,7.783593708,1.039883268,7.672145281,-1.120306546
20150522,702,0.969569104,8.523385925,1.02148623,8.44242676,-1.013300311
20150523,546,1.074843886,7.677280656,1.010897436,7.53137101,-0.742168966
20150524,561,1.010362755,7.599729704,1.01916221,7.452157342,-0.617137836
20150525,577,1.162835074,7.539375079,1.040727903,7.416324819,-0.237337707
20150526,677,1.377864217,7.837314589,1.012924668,7.745174578,-0.72925085
20150527,672,1.311494686,7.77599647,1.02436756,7.659960472,-0.887488997
20150528,743,1.140349688,8.258346074,1.090623598,8.157486809,-1.027221858
20150529,729,1.303312809,8.700886319,1.034648959,8.544287611,-0.882759603
20150530,471,1.26962649,7.77356616,1.035254142,7.668192588,-1.040847851
20150531,460,1.526492126,7.834509615,1.006521739,7.736856061,-0.917981284
20150601,602,1.027022599,8.310557461,1.023374466,8.254134427,-1.466096088
20150602,700,0.630083374,7.888488971,1.053495671,7.755074985,-1.747910134
20150603,712,0.944155412,7.934997443,1.023699171,7.779644759,-1.462111474
20150604,808,1.237695338,7.70492284,1.039266561,7.612960808,-1.259418075
20150605,862,1.416822342,7.897302489,1.052124351,7.811507859,-0.827410752
20150606,679,1.185211116,7.201191747,1.044452626,7.105438188,-0.900136738
20150607,605,1.366136172,7.145555031,1.027878788,7.010234322,-0.485669372
20150608,651,0.948688796,7.660159579,1.01098481,7.567345537,-1.148643685
20150609,765,0.760473517,7.827690299,1.023616558,7.722474309,-1.324128381
20150610,883,1.100978203,7.520266603,1.017667044,7.41655451,-1.366551965
20150611,825,1.161852938,7.91470338,1.042649351,7.810036713,-1.077165121
20150612,682,1.130570895,7.888882669,1.021260997,7.736096745,-1.033358825
20150613,485,0.890876861,7.910453281,1.011340206,7.765779741,-1.006913629
20150614,511,0.893709861,7.671224827,1.021200261,7.554215694,-0.720920982
20150615,605,1.024222079,7.663606486,1.023553719,7.582562432,-0.635645865
20150616,767,1.159698917,7.641559932,1.013950456,7.433780547,-0.916231558
20150617,821,1.412711732,8.61812691,1.021051563,8.523430669,-0.79914434
20150618,805,1.146635606,7.586344902,1.069689441,7.431955668,-1.06585704
20150619,775,1.242953522,7.48704701,1.019139785,7.381649161,-0.687999914
20150620,538,1.304650233,7.522800271,1.019516729,7.456339393,-0.435466224
20150621,655,0.901882274,7.152290021,1.053180662,7.035819977,-0.809528586
20150622,741,0.982062196,7.294844794,1.024066577,7.203221505,-0.750900059
20150623,722,0.943298885,7.610894911,1.054044101,7.511551157,-1.206432252
20150624,771,1.161654218,7.835253991,1.02075227,7.704936222,-0.994652189
20150625,802,0.858517387,7.793339845,1.025519534,7.687146994,-1.159529216
20150626,867,0.970702983,7.967974655,1.033160323,7.828379993,-1.074985261
20150627,709,0.498743189,7.358436981,1.136882146,7.22310924,-0.961807878
20150628,650,0.805116881,7.556688511,1.038529138,7.493831368,-1.221691644
20150629,829,0.992283237,7.451074257,1.022970877,7.333096966,-1.235356213
20150630,887,0.806680803,8.32421826,1.054995437,8.238091009,-1.26382488
20150701,878,1.088014135,7.253323474,1.050873197,7.165904515,-0.777928884
20150702,898,1.476298669,7.785611676,1.085543632,7.658804308,-0.991967991
20150703,735,0.998201135,7.691173762,1.014943311,7.599012008,-0.82613944
20150704,764,1.001629254,7.162580588,1.030509848,7.019714096,-0.830032521
20150705,1084,1.063233775,6.829187931,1.128379239,6.746834214,-0.69677558
20150706,1463,1.412944392,6.891417135,1.144848741,6.834752563,-0.215950659
20150707,1064,1.233405914,7.386407851,1.062079678,7.267172262,-0.601610956
20150708,1066,1.081486796,7.997509827,1.031240679,7.891129708,-1.112830462
20150709,1073,1.095120533,8.122615013,1.124434045,8.058619983,-0.671766133
20150710,1090,1.125071672,7.685760552,1.052302845,7.638276526,-0.775047521
20150711,870,1.159606775,7.195239147,1.082898194,7.115518666,-0.377322252
20150712,866,1.002049384,7.137151507,1.125790443,7.032535548,-0.697249265
20150713,979,1.057166802,7.136231363,1.027196118,7.097813476,-1.090506869
20150714,900,1.307705356,8.028288825,1.014485597,7.941946232,-0.882863959
20150715,931,1.232491604,7.877687438,1.019871106,7.711140916,-0.710926979
20150716,1048,1.223471693,7.651474426,1.023982188,7.549250235,-0.663226852
20150717,1066,1.058527683,7.549181178,1.017354597,7.445704102,-1.212924739
20150718,701,0.862326754,7.393488223,1.02681883,7.277415945,-1.202835345
20150719,671,0.94260214,7.558475262,1.018330849,7.446311469,-0.548326687
20150720,805,1.200406644,7.950394251,1.01573499,7.829121452,-0.573087546
20150721,850,1.205829849,7.889134658,1.055098039,7.721851745,-0.742768304
20150722,814,0.872852591,8.235403281,1.030712531,8.093292014,-0.886688027
20150723,840,1.023054483,7.956329541,1.01984127,7.85665937,-0.85199438
20150724,724,1.214081673,8.402111067,1.030684957,8.235283194,-0.732374279
20150725,573,1.059000969,8.079788048,1.022251309,7.902165399,-0.880693281
20150726,530,1.266541226,7.99091396,1.015408805,7.896125101,-0.673338728
20150727,775,1.02636445,8.082062534,1.03083871,7.940843896,-0.942826608
20150728,913,0.838319343,7.989954659,1.037448495,7.801481285,-1.401140925
20150729,917,1.091877519,7.935044263,1.034496547,7.823121237,-1.077643651
20150730,880,1.106120148,7.63078821,1.034891775,7.504071039,-1.008822299
20150731,796,0.773380832,7.82565212,1.022613065,7.671922161,-1.094383529
20150801,528,1.219186346,7.945675158,1.017676768,7.86549839,-0.875796601
20150802,565,0.790729771,7.873627316,1.005840708,7.720234986,-0.845392361
20150803,829,0.82487834,7.979390371,1.014766787,7.869972828,-1.325155794
20150804,942,0.408500651,7.769579517,1.018842887,7.648029623,-1.42385259
20150805,948,0.955542204,8.073563283,1.024101777,8.012560854,-1.402122398
20150806,987,0.501234233,7.708073356,1.028736306,7.580534397,-1.725379212
20150807,837,0.975782017,7.779813328,1.013042613,7.691999707,-1.489746308
20150808,547,0.656618351,7.88813006,1.017367459,7.765400017,-1.377271258
20150809,707,0.955973728,7.903804231,1.014615747,7.809985614,-1.13676182
20150810,856,1.206687607,8.18012462,1.025700935,8.055948367,-0.639780234
20150811,813,0.910914738,7.945931669,1.018918761,7.796189386,-0.78452046
20150812,901,1.117532424,7.880047986,1.03172401,7.728770665,-1.278393691
20150813,940,1.143988255,7.510978228,1.031171674,7.445866844,-1.448616915
20150814,756,1.174708312,7.934210631,1.028171454,7.812238262,-1.449653808
20150815,524,0.88532965,7.875583319,1.041284987,7.702650749,-1.288207392
20150816,556,0.663556708,8.16941378,1.010791367,8.026642283,-1.170348597
20150817,743,0.923254065,7.892552238,1.024899058,7.77420271,-0.919455678
20150818,959,1.091619158,7.915456265,1.020941953,7.770478858,-1.03084582
20150819,1018,0.973127592,7.777957019,1.033226597,7.659348714,-1.239203294
20150820,962,1.105326574,7.764250959,1.023180873,7.651037746,-0.930860193
20150821,990,0.937273674,8.153349877,1.019276094,8.092179078,-1.334787774
20150822,566,0.865821216,7.865978893,1.03138987,7.741450035,-1.330292033
20150823,627,0.944716796,7.897797059,1.009576973,7.80781073,-1.145665506
20150824,763,0.893596251,8.163059705,1.025950197,7.949720707,-1.138470774
20150825,869,0.235190482,8.113971575,1.033755274,8.009931628,-1.916049774
20150826,944,0.474878935,7.7540536,1.017100484,7.607143872,-1.381697438
20150827,923,0.862767906,7.972101054,1.023990094,7.843662473,-1.247300098
20150828,844,0.826247292,7.86950539,1.02191661,7.753978421,-1.284904201
20150829,630,0.979883309,7.946307176,1.020701058,7.817794842,-1.361348194
20150830,575,1.09957884,7.423459374,1.026004141,7.306175836,-1.125020185
20150831,820,1.376745623,7.905168571,1.01597561,7.786748504,-1.168440354
20150901,1001,1.290900135,7.794848367,1.022953237,7.700312744,-1.49371927
20150902,960,1.199413892,7.999453363,1.019791667,7.802892516,-1.204199755
20150903,953,0.889730725,7.973671196,1.028716334,7.814459683,-1.140068547
20150904,1051,1.272160906,7.648367457,1.038740882,7.515992498,-1.292263144
20150905,857,1.729462243,7.641529932,1.063448075,7.554651564,-1.359921582
20150906,788,1.178499032,7.51103951,1.034994158,7.3792533,-1.395664311
20150907,915,1.343783317,7.904560078,1.024845173,7.800808719,-1.406841856
20150908,1138,1.355303828,7.542117211,1.042435559,7.372135799,-1.367290824
20150909,1017,1.397068839,7.685881991,1.030079557,7.502819492,-1.24981116
20150910,1002,1.479742337,7.990044762,1.04799924,7.862506909,-1.366785714
20150911,1056,1.470090437,7.877168738,1.062026515,7.760691465,-1.447676876
20150912,708,1.31658654,7.775149887,1.034569901,7.659674092,-0.834940687
20150913,620,1.023806367,7.629412138,1.023147081,7.549017873,-0.705554114
20150914,922,1.055238171,7.619397881,1.031535998,7.514017301,-1.386799421
20150915,1040,1.193145958,7.833041277,1.022838828,7.7248016,-0.962316706
20150916,1047,1.104374846,7.940911855,1.016610228,7.772718942,-1.131544424
20150917,1153,0.946531122,7.872095785,1.06568097,7.782887508,-1.35765988
20150918,1110,1.025721664,8.225507086,1.028093093,8.091082662,-1.090797337
20150919,888,1.133915414,7.545328798,1.057207207,7.376466186,-0.738859893
20150920,976,1.464715218,6.595865962,1.054944097,6.501351586,-0.039570198
20150921,1106,1.157947925,7.359840167,1.034041591,7.199740666,-0.710335146
20150922,1126,1.324068384,7.241425508,1.039836195,7.164174246,-0.949276987
20150923,1260,1.148239687,7.120892588,1.045575397,7.013093589,-0.901254645
20150924,1179,1.247603837,7.209765379,1.054771635,7.121067511,-0.923207544
20150925,1175,1.147887733,7.311115514,1.023873016,7.218420479,-1.215901272
20150926,858,1.04352739,7.110174965,1.019269619,7.046973016,-1.094927354
20150927,865,1.535917893,6.904041009,1.023121387,6.783694188,-0.647874145
20150928,1065,1.400890321,7.368045102,1.026826515,7.310310661,-0.91520829
20150929,1059,1.342469031,7.829150321,1.034138572,7.747661134,-1.094079917
20150930,1143,1.382967317,8.011856823,1.036181875,7.902891949,-1.153247771
20151001,1102,1.265489732,7.801640403,1.037645839,7.677822237,-1.126555571
20151002,1021,1.24576261,7.239947425,1.022918707,7.101332332,-0.739842279
20151003,740,1.189746242,7.119636713,1.031483269,7.054643148,-0.742910858
20151004,674,1.01099185,7.48707807,1.047653015,7.427942843,-1.101202474
20151005,937,1.17336598,7.966539422,1.032461757,7.79020326,-1.4626375
20151006,961,1.406647806,7.561578682,1.016042317,7.468012952,-1.433232858
20151007,1094,0.997839111,7.801053334,1.024473318,7.665272752,-1.456055727
20151008,1173,1.198589015,7.472792742,1.024432303,7.399581946,-1.180240109
20151009,1008,1.200565593,7.629810544,1.020734127,7.52516541,-1.025795592
20151010,625,1.109272901,7.598130168,1.021478788,7.503364453,-0.969197584
20151011,605,1.164863972,7.571712362,1.009366391,7.477974988,-1.157044578
20151012,683,0.963573287,7.447313239,1.015373353,7.319470389,-1.08637737
20151013,883,0.911199408,7.582211527,1.019158173,7.436976129,-1.007585701
20151014,995,0.877266251,7.70313628,1.060582868,7.570903934,-1.229937867
20151015,882,0.944651625,8.164995561,1.030457024,8.044700777,-1.265297167
20151016,937,0.823864398,7.749123174,1.01833867,7.656743746,-1.116120814
20151017,639,0.767914133,9.505945267,1.015649452,9.406917769,-1.068857166
20151018,573,0.71630372,7.811836136,1.01628854,7.626486872,-0.710695932
20151019,735,0.929071295,7.748404075,1.023129252,7.601585157,-0.814739362
20151020,911,1.050188295,7.81626673,1.028619344,7.750092362,-0.908766104
20151021,197,0.749828375,9.021989426,1.065200226,8.748300763,-1.195980443
20151022,96,0.667090774,8.229464286,1.047743056,7.934325397,-1.921978326
20151023,1014,1.0458539,7.831221472,1.025912229,7.692439029,-0.960407445
20151024,673,0.839683982,8.204713019,1.026795443,8.1406608,-1.593462183
20151025,829,1.356866699,8.096650877,1.037535183,7.942046937,-0.664393223
20151026,1221,1.260433988,7.926742238,1.029129129,7.818666748,-0.372594037
20151027,984,0.933844364,8.051271802,1.026795393,7.973939243,-0.912946355
20151028,871,1.14018279,7.679250941,1.040566399,7.572424931,-0.976259866
20151029,948,1.033783411,7.880179372,1.105811734,7.816971372,-0.985942611
20151030,1066,0.980048707,7.971734783,1.072664406,7.901871407,-1.284432132
20151031,692,0.624245695,7.406943196,1.01734104,7.242311329,-1.589460165
20151101,594,1.154028306,7.738745318,1.022727273,7.618535281,-0.966081641
20151102,792,1.420941367,7.907454232,1.044907407,7.82555889,-0.963359959
20151103,941,1.092015222,7.887675091,1.020935175,7.761125321,-0.870035119
20151104,1007,1.026832948,7.920850966,1.038232373,7.818783691,-1.134263533
20151105,871,1.043694983,7.733893022,1.035782625,7.65362586,-1.15998625
20151106,1002,0.774183729,7.964471924,1.047072522,7.838117615,-0.99298138
20151107,672,0.793039335,7.633265606,1.025111607,7.557372749,-1.104117188
20151108,684,0.626494886,7.8345469,1.033528265,7.72864534,-1.252213016
20151109,947,0.442549919,7.683418825,1.035679925,7.630690912,-1.361115207
20151110,917,0.837186478,7.922991207,1.07742639,7.808643177,-1.060988372
20151111,912,0.946143701,7.999680256,1.024281189,7.883713157,-1.250690843
20151112,904,1.194130787,8.008138501,1.019732406,7.858549705,-0.960854328
20151113,839,1.23302187,7.75810701,1.016289233,7.619237566,-0.995759739
20151114,634,0.960875106,7.1716248,1.020241851,7.116945515,-1.693513092
20151115,554,1.32622114,7.3060046,1.019091919,7.175514227,-1.245996459
20151116,878,1.118688033,7.764919695,1.021924829,7.602522291,-1.441515498
20151117,686,1.082002789,7.671721334,1.028182702,7.362549808,-0.839123362
20151118,1001,0.948602298,8.051725401,1.046703297,7.912670012,-0.74122534
20151119,917,1.032212331,7.934691631,1.029272929,7.745463842,-1.045613461
20151120,858,1.016062445,7.690243296,1.033508159,7.562454418,-0.874198072
20151121,597,0.944814624,7.922242905,1.043132328,7.75099216,-1.012264265
20151122,788,1.248540779,8.193809544,1.042473914,8.07832731,-0.599651332
20151123,1745,1.421038797,7.892718312,1.049570201,7.797077509,0.055567575
20151124,1303,1.230822342,7.820920193,1.01298286,7.704377948,-0.833670305
20151125,1279,1.303726194,7.749302329,1.039238244,7.619807364,-0.66419077
20151126,1125,1.299237743,7.839234882,1.027407407,7.678903545,-0.74923893
20151127,968,1.157803501,7.967381005,1.03437377,7.902205788,-1.034102318
20151128,650,1.133974558,7.56735642,1.020017094,7.528668996,-0.761825136
20151129,646,1.247395598,7.64070734,1.031884374,7.591452415,-0.66601038
20151130,958,1.233185507,7.361717392,1.030969778,7.286694195,-0.555500299
20151201,1087,0.790446899,7.472172393,1.024793008,7.341684374,-1.268092139
20151202,1036,1.007312734,7.87127215,1.038577864,7.690329728,-1.025682035
20151203,854,1.283401259,7.860653668,1.039845173,7.739335687,-0.812995967
20151204,894,1.397311571,7.971244367,1.030884912,7.793175084,-0.599782751
20151205,660,1.181124075,8.012259673,1.052647504,7.885802645,-0.544433016
20151206,643,1.156517378,7.586615651,1.023997754,7.432734051,-0.775018261
20151207,748,1.009297599,7.497819245,1.020289025,7.329492596,-0.8624182
20151208,700,1.234212073,8.021996974,1.052857143,7.846758879,-0.482601987
20151209,1214,1.429055656,7.50614103,1.06589382,7.403619077,-0.91874175
20151210,1449,1.28685501,7.637794419,1.04059537,7.536880175,-0.389109643
20151211,1147,1.377801004,7.670201586,1.027375763,7.556252499,-0.36147692
20151212,821,1.28037412,7.567923745,1.026492083,7.452443204,-0.754438613
20151213,678,1.026411692,7.593399889,1.02264363,7.523505635,-0.769960194
20151214,1086,0.886811312,7.634918348,1.051516001,7.50415086,-1.534234794
20151215,1113,0.638359257,7.847496317,1.033258461,7.654568028,-1.588079226
20151216,966,0.891747437,8.010345373,1.04047619,7.907196986,-0.996077099
20151217,1049,0.982646816,7.937115961,1.041027736,7.8526523,-1.138916197
20151218,969,1.000245294,8.109219229,1.024079807,7.970536739,-0.955261723
20151219,639,1.498722225,7.766465667,1.017631716,7.620264714,-0.918220488
20151220,585,1.107546869,7.823342662,1.024358974,7.690701229,-0.681820983
20151221,1021,1.225947104,7.811285662,1.060343501,7.737416672,-1.293469892
20151222,984,1.2563521,8.089581627,1.034434282,8.007308107,-1.327493239
20151223,1015,0.995554084,8.096008644,1.033062397,7.988722695,-1.286482026
20151224,824,0.606982993,8.02374739,1.039180641,7.892043738,-1.370489561
20151225,489,0.593224095,7.716449047,1.033060668,7.551058814,-2.132457746
20151226,629,0.766566319,7.727766321,1.041971383,7.603835667,-2.102250941
20151227,713,0.995295007,7.954898697,1.086722768,7.832280926,-2.363642764
20151228,893,0.584834166,7.921539304,1.021407242,7.767691304,-2.498520867
20151229,899,0.659588454,7.852071246,1.027994067,7.708497177,-2.74962396
20151230,902,0.381843826,8.345602504,1.059358832,8.164410756,-2.416717655
20151231,690,0.347430467,7.853120389,1.034492754,7.75512752,-1.787692509
20160101,365,0.316824595,7.940343538,1.035094586,7.703357236,-1.535667567
20160102,520,0.942709434,7.78085537,1.017261905,7.638291267,-1.404075719
20160103,613,0.52652685,7.631436288,1.040946166,7.573123023,-1.562545995
20160104,988,0.841305181,7.718393759,1.032707972,7.543573977,-1.588023531
20160105,928,1.327755646,8.443032443,1.060551637,8.319844748,-1.172391455
20160106,855,1.025680987,8.535908796,1.05117516,8.353568687,-1.294131938
20160107,898,0.445811449,8.079190547,1.046585004,7.951413721,-1.702376761
20160108,771,0.534830412,8.439312455,1.079118029,8.272645788,-1.567851284
20160109,678,-0.240093056,8.043288468,1.050245821,7.943081276,-2.186131548
20160110,770,-0.022366425,7.909467386,1.051731602,7.837356669,-2.330354057
20160111,920,0.397739817,7.594204065,1.035011646,7.492587698,-1.775422059
20160112,1009,0.440085659,8.025564772,1.040756003,7.983486335,-1.86895577
20160113,882,0.541855267,8.015647828,1.031520624,7.882638434,-1.702182425
20160114,911,1.156260574,8.172691237,1.064032199,8.065977003,-1.411505109
20160115,970,1.146108879,8.36438567,1.05338488,8.229041415,-1.336141223
20160116,690,0.612722921,7.862611821,1.034178744,7.736522147,-1.439729195
20160117,768,0.516100565,7.410110139,1.054501488,7.302477765,-2.04764877
20160118,992,0.846139699,7.875928297,1.044172427,7.704151223,-1.699668466
20160119,1102,1.14363409,7.898639552,1.03708409,7.785974268,-1.492618237
20160120,1121,1.024930678,8.013832644,1.049943411,7.867976285,-1.460137985
20160121,1398,1.096405161,7.768961952,1.074161759,7.678004669,-1.099460211
20160122,1126,1.228026627,7.848673299,1.062946394,7.74211405,-0.919439064
20160123,781,0.76903051,7.959322314,1.036565227,7.850970572,-0.988222759
20160124,703,1.097239984,7.729334345,1.072952652,7.557834322,-0.913000546
20160125,872,1.146132257,7.953852821,1.037906837,7.849115226,-1.16661528
20160126,960,0.706662622,7.875958297,1.060352705,7.708152786,-1.351667261
20160127,1033,0.828171828,7.701022399,1.08222049,7.588371403,-1.902336268
20160128,1054,0.919048088,7.680133007,1.044625915,7.559431649,-1.185709006
20160129,901,1.220853805,8.265995196,1.031520533,8.011422462,-0.972161299
20160130,601,0.860271545,8.183609544,1.031613977,8.006280868,-1.287758338
20160131,616,0.969441439,8.074603851,1.038961039,7.921305958,-1.392381964
20160201,853,1.357414533,8.126588311,1.022274326,7.970321912,-1.32886457
20160202,1019,1.095999631,8.260946285,1.042034675,8.115324216,-1.03728956
20160203,1011,0.736851331,8.15935074,1.060477604,8.039068046,-1.05057316
20160204,975,1.059892832,7.896954333,1.04907265,7.811843222,-1.062384461
20160205,962,1.265950423,8.173538967,1.038080388,7.987921643,-1.019057461
20160206,760,1.511698269,8.152188865,1.063148617,8.055831625,-0.954873128
20160207,652,1.097706313,7.885296016,1.07597137,7.825126839,-0.673312361
20160208,747,1.164750969,7.646627173,1.044660122,7.555742128,-0.701267246
20160209,768,0.982458986,8.639845194,1.043294271,8.450547079,-1.361209697
20160210,992,0.830282962,7.870680754,1.040593798,7.7110626,-1.383492813
20160211,958,1.079442482,7.868248155,1.025534347,7.693110696,-1.275890921
20160212,941,1.089596321,8.07671143,1.072818515,7.933519688,-1.260170497
20160213,777,1.057175515,7.49539916,1.038481338,7.306140513,-1.101594089
20160214,660,0.926279544,7.937526307,1.03510101,7.804605541,-0.983059785
20160215,935,1.013961625,7.98491557,1.064937611,7.79912489,-0.913515851
20160216,997,0.9985244,8.016934711,1.071360229,7.910955472,-1.146522309
20160217,1199,0.494196226,8.102663544,1.051053457,7.875329257,-1.419008736
20160218,1369,1.334284485,7.605291394,1.064843553,7.495329665,-1.309983711
20160219,1241,1.13141008,7.487073504,1.056599228,7.408529002,-1.603959479
20160220,796,1.170223656,7.603522771,1.025083752,7.47531842,-1.527901182
20160221,637,1.182702962,7.905821111,1.030873888,7.742015075,-0.870064556
20160222,899,1.130635932,8.207158021,1.060174348,8.10972778,-1.408117765
20160223,1111,1.41838013,8.352436069,1.05469922,8.179811409,-1.051667444
20160224,1224,1.082434403,8.285193637,1.047742203,8.166187717,-1.197199934
20160225,1382,0.945052278,7.694373489,1.040691544,7.580076002,-1.450797373
20160226,1191,1.124104399,8.034981067,1.049858062,7.83025448,-1.58107464
20160227,909,1.246493417,8.060055774,1.049619803,7.907783698,-0.972685416
20160228,797,0.800559305,8.205284841,1.029171895,8.116943279,-1.132202371
20160229,1157,0.7111464,8.069091902,1.046816479,7.978505918,-1.6654918
20160301,1345,0.895137347,7.932962947,1.053428156,7.792384812,-1.627221183
20160302,1119,0.78040087,7.950109001,1.071323151,7.820946857,-1.86454994
20160303,1371,1.036162607,8.083246373,1.064798238,7.933200694,-1.701384292
20160304,1123,0.917176162,8.070589843,1.051385179,7.933598508,-1.368997794
20160305,828,0.614332006,7.672204786,1.031521739,7.590043528,-1.506703837
20160306,692,0.940824311,7.64644058,1.026372832,7.488340639,-1.408612651
20160307,993,0.98742838,7.967212578,1.022144043,7.826285508,-1.163087819
20160308,993,0.901611932,7.881139298,1.016865279,7.744282952,-1.328707417
20160309,1029,1.007280557,8.200938045,1.074748947,8.084532099,-1.179040874
20160310,1129,0.913784721,8.119765807,1.043034291,7.953121636,-1.111795551
20160311,1064,1.008202592,7.857474555,1.060695638,7.748997065,-1.657711399
20160312,773,0.84096132,8.177114137,1.048883961,8.054444267,-1.513062834
20160313,754,1.195372098,7.519316841,1.018567639,7.443543189,-1.148307347
20160314,984,1.14117119,8.052892393,1.063072655,7.915908589,-1.138051315
20160315,1170,0.867363157,8.156727097,1.046794872,8.039227436,-0.809422924
20160316,1395,0.658867192,8.208489424,1.085323434,8.106306302,-1.605640166
20160317,1259,0.998918861,8.173212898,1.068021501,8.046096488,-1.438294839
20160318,1151,1.159591427,8.001526642,1.075224443,7.916373634,-1.346407345
20160319,759,1.25917681,8.036761866,1.04828722,7.925259491,-1.048901137
20160320,766,1.282627513,7.760148638,1.024238468,7.638440798,-1.162251526
20160321,989,1.251156393,7.734174575,1.062015504,7.607606132,-1.021329322
20160322,1223,1.194160706,7.62183859,1.072795588,7.551263077,-1.408425497
20160323,2388,1.467864188,7.254375997,1.107710781,7.150386591,-1.299330739
20160324,2245,1.062760452,7.333983799,1.076589305,7.23889805,-1.360522651
20160325,1154,1.022021801,7.097261193,1.053079124,7.028680091,-1.253659007
20160326,764,1.546278178,7.42344546,1.019895288,7.383981626,-1.014479794
20160327,829,1.430620634,7.609939764,1.043224769,7.505810525,-1.148812639
20160328,1121,1.052814184,7.812408241,1.082961641,7.713599322,-1.364697823
20160329,1418,0.96308715,7.920431857,1.065915553,7.837589357,-1.539312126
20160330,1218,1.240926897,7.741114383,1.060207991,7.64603053,-1.308081955
20160331,1195,1.20538999,7.75467539,1.064219602,7.620750305,-1.280581438
20160401,1184,0.89553282,7.555227455,1.058182757,7.466541671,-1.521390281
20160402,1097,0.689656621,7.285119064,1.053327256,7.19247299,-1.773721382
20160403,901,0.862128392,7.706592257,1.069478357,7.534770952,-1.692677016
20160404,1129,1.06901679,7.973886873,1.074402126,7.821061908,-1.481573003
20160405,1192,0.775488413,7.277021007,1.066063439,7.189240174,-1.807094402
20160406,1114,0.813755724,7.402198588,1.073982645,7.320423886,-1.465007607
20160407,1216,0.902923902,7.87680928,1.085369674,7.739993631,-1.70756394
20160408,1319,1.086889725,7.362080177,1.06747897,7.258000132,-1.588059726
20160409,945,1.052788377,7.562140425,1.070238095,7.464750654,-1.686376628
20160410,845,0.836705061,7.10678497,1.044209637,7.014697997,-1.83211258
20160411,956,1.263485126,7.583089878,1.034815202,7.51465493,-1.138420254
20160412,1108,1.328764753,8.245383787,1.055640794,8.077384819,-1.26804167
20160413,1257,1.214049423,8.181446305,1.063804526,8.050006921,-1.563068021
20160414,1125,0.939504651,8.236696055,1.086814815,8.101941422,-1.708269137
20160415,1053,1.078564923,8.157382558,1.068850902,8.097303269,-1.407288989
20160416,815,1.286961294,7.862402546,1.04455475,7.601441401,-1.746573156
20160417,669,1.222939459,7.746437145,1.037404797,7.67391898,-1.616225033
20160418,849,1.069117458,8.609096858,1.071378092,8.501264878,-1.461098655
20160419,1219,0.687641705,8.302561863,1.03609516,8.059487678,-1.793162308
20160420,1480,0.891255847,8.299699568,1.047888002,8.017156521,-1.888138786
20160421,1407,0.875013136,7.949619913,1.024038537,7.762974398,-1.851355843
20160422,1404,1.306151801,8.46723049,1.042698351,8.121214686,-1.453566629
20160423,981,1.084246245,8.49939441,1.04049318,8.294968654,-1.638231493
20160424,819,0.962350141,8.002933178,1.038066167,7.892389929,-1.154662594
20160425,1268,0.646017651,8.01000371,1.05,7.88611903,-1.546913728
20160426,1493,0.424892959,8.095353902,1.048462522,7.877658746,-1.773558079
20160427,1363,0.664370203,7.999892482,1.0564217,7.805190439,-1.651047511
20160428,1389,0.60891183,8.431303808,1.061819054,8.156729466,-1.761440259
20160429,1394,0.337001977,8.53650737,1.043220947,8.199660123,-1.385822269
20160430,849,0.746340588,8.302605378,1.031701161,8.088470096,-1.522041995
20160501,695,0.56647432,8.558567696,1.057793765,8.228471773,-1.445542463
20160502,1095,0.598521103,8.39348069,1.077214612,8.262090923,-1.49023688
20160503,1318,0.995754085,8.390456275,1.059635812,8.1571134,-1.432472367
20160504,1251,0.830708441,8.222776001,1.045763389,7.974837785,-1.434044256
20160505,1330,1.163206145,8.319047882,1.053226817,8.140824184,-1.305942691
20160506,1335,0.755408694,8.400195745,1.077340824,8.164479081,-1.18600754
20160507,925,0.83448782,8.262440223,1.051243243,8.071265542,-1.51144717
20160508,702,0.513070058,7.836596152,1.025245331,7.689550296,-1.12413534
20160509,1205,0.886730497,8.26723944,1.061410788,8.085310967,-1.493503019
20160510,1351,1.125420665,8.472067939,1.03726869,8.213766809,-1.355614457
20160511,1314,1.100881185,8.591699724,1.034436834,8.416969292,-1.131462808
20160512,1445,1.063745911,8.562020888,1.061152515,8.375745779,-1.260982179
20160513,1319,1.215121486,8.405296865,1.049216578,8.210273162,-1.287748043
20160514,923,0.446648726,7.976525794,1.043426409,7.758204683,-1.749113093
20160515,732,0.706202661,7.847624546,1.030350638,7.63983299,-1.520335934
